STUFFID,bibtex,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_name,nonling,language,notes_lang,language_glotto,notes_glotto,population,notes_var,accuracy,ambiguity,aoa,arousal,assoc,category,cloze,complex,concrete,confusion,context,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imageagree,imagevar,imagine,intense,letters,meaning,modality,morph,nameagree,orthon,phonemes,phonon,pos,prime,pronounce,recall,recognition,rime,rt,semantic,sensory,sentcomp,similar,syllables,syntax,typical,valence,visualcomp,wordcomp
789,Guevara2010,Guevara,2010,NoWaC: a large web-based corpus for Norwegian,"In Proceedings of the NAACL HLT 2010 Sixth Web as Corpus Workshop, Association for Computational Linguistics",,1--7,,700000000,,Corpus,Data pulled from .no web addresses,,,Tokens,NoWaC,0,Norwegian,,norw1258,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Greenhill2008,"Greenhill, Blust, & Gray",2008,The Austronesian basic vocabulary database: from bioinformatics to lexomics,Evolutionary Bioinformatics,4,EBO.S893,10.4137/ebo.s893 ,100000,,Words,,,,Wordlists,ABVD: Austronesian Basic Vocabulary Database,0,Multiple,500 languages,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Everaert,"Everaert, Musgrave, & Dimitriadis",2009,The use of databases in cross-linguistic studies,de Gruyter,,,10.1515/9783110198744 ,,,Corpus,,,,An edited book of corpus materials,,0,Multiple,,,,,"Pronouns, Intesifiers, Reflexives, Word accent patterns",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
792,Gast,"Gast",2009,A contribution to two-dimensional language description: The Typological Database of Intensifiers and Reflexives,"In M. Everaert, S. Musgrave, & A. Dimitriadis (Eds.). The use of databases in cross-linguistic studies. de Gruyter",,,10.1515/9783110198744.209 ,,,Words,,,,Intensifiers and reflexives,Typological Database of Intensifiers and Reflexives,0,Multiple,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,Diller2010,"Diller, De Smet, & Tyrkk",2011,A European database of descriptors of English electronic texts,The European English Messenger,19,21--35,,,,Corpus,De Smet (2005); Watson (1969),,,An index of texts used in classic corpora,European Database of Descriptors of English Electronic Texts,0,English,,stan1293,,,"Title, author information, genre, publication date",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Davies2010,Davies,2010,The Corpus of Contemporary American English as the first reliable monitor corpus of English,Literary and Linguistic Computing,25,447--464,10.1093/llc/fqq018,404000000,,Corpus,"Spoken words, Fiction, Magazines, Newspapers, Academic journals",,,,COCA: Corpus of Contemporary American English,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
796,Brysbaert2014a,"Brysbaert, Stevens, De Deyne, Voorspoels, & Storms",2014,"Norms of age of acquisition and concreteness for 30,000 Dutch words",Acta Psychologica,150,80--84,10.1016/j.actpsy.2014.04.010,30000,,Words,"Dictionary, corpus anaysis",,,,,0,Dutch,,dutc1256,,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Brants2004,"Brants, Dipper, Eisenberg, Hansen-Schirra, Konig, Lezius, Rohrer, Smith, & Uszkoreit",2004,TIGER: Linguistic interpretation of a German corpus,Research on Language and Computation,2,597--620,10.1007/s11168-004-7431-3,40000,,Corpus,,,,Sentences,TIGER Treebank,0,German,,stan1295,,,Phrase categories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
798,Bickel2017,Bickel & Nichols,2002,Autotypologizing databases and their use in fieldwork,"In the Proceedings of the international LREC workshop on resources and tools in field linguistics, Las Palmas. Nijmegen: MPI for Psycholinguistics",,,10.5167/uzh-76860,,,Other,,,,Database structure for fieldwork in linguistics,AUTOTYP,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,Baath2010,Baath,2010,ChildFreq: An online tool to explore word frequencies in child language,Lucs Minor,16,1--6,,3500000,,Corpus,,,,Tokens used to calculate children's word frequencies,ChildFreq,0,English,,stan1293,,Children,Gender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Aljasser2018,Aljasser & Vitevitch,2018,A Web-based interface to calculate phonotactic probability for words and nonwords in Modern Standard Arabic,Behavior Research Methods,50,313--322,10.3758/s13428-017-0872-z,,,Phonemes,"Arts,Belinkov, Habash, Kilgarriff, & Suchomel, 2014",,,,,0,Arabic,Modern Standard Arabic,arab1395,stan1318,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Bonin2018,"Bonin, Meot, & Bugaiska",2018,"Concreteness norms for 1,659 French words: Relationships with other psycholinguistic variables and word recognition times",Behavior Research Methods,50,1--22,10.3758/s13428-018-1014-y,1659,,Words,"Bonin, Peereman, Malardier, Meot, & Chalard (2003); Ferrand, Bonin, Meot, Augustinova, New, Pallier, & Brysbaert (2008)",,,,,0,French,,stan1290,,,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
802,Berman1989a,"Berman, Friedman, Hamberger, & Snodgrass",1989,"Developmental picture norms: Relationships between name agreement, familiarity, and visual complexity for child and adult ratings of two sets of line drawings","Behavior Research Methods, Instruments, & Computers",21,371--382,10.3758/BF03202800,320,,Line drawings,"Snodgrass & Vanderwart (1980), Peabody Picture Vocabulary Test",,,,,1,English,,stan1293,,Children and adults,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
803,Briesemeister2011,"Briesemeister, Kuchinke, & Jacobs",2011,Discrete emotion norms for nouns: Berlin affective word list (DENN-BAWL),Behavior Research Methods,43,441--448,10.3758/s13428-011-0059-y,1958,,Words,"Vo, Conrad, Kuchinke, Urton, Hofmann, & Jacobs (2009)",,,,DENN-BAWL,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
804,Manning1975,Manning & Ferrara,1975,Fourth and fifth grade norms for verbal items in six categories,Behavior Research Methods & Instrumentation,7,325--325,10.3758/BF03201471,6,,Categories,,,,,,0,English,,stan1293,,Fourth and fifth grade children,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Aussems2018,"Aussems, Kwok, & Kita",2018,GestuRe and ACtion Exemplar (GRACE) video database: stimuli for research on manners of human locomotion and iconic gestures,Behavior Research Methods,50,1270--1284,10.3758/s13428-017-0942-2,676,,Other,,,,Videos of movement and gestures,GRACE,0,English,,stan1293,,,Movement and iconic gestures database,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,Anikin2017,Anikin & Persson,2017,Nonlinguistic vocalizations from online amateur videos for emotion research: A validated corpus,Behavior Research Methods,49,758--771,10.3758/s13428-016-0736-y,260,,Sounds,from YouTube videos,,,Vocalizations,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
807,Brooks1985,Brooks,1985,Pictorial stimuli for the Apple Macintosh computer,"Behavior Research Methods, Instruments, & Computers",17,409--410,10.3758/BF03200953,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,Anikin2018,Anikin,2018,Soundgen: An open-source tool for synthesizing nonverbal vocalizations,Behavior Research Methods,50,1--15,10.3758/s13428-018-1095-7,,,Other,,,,,SoundGen,1,English,,stan1293,,,Program to create and analyze sounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,Alexeeva2017,"Alexeeva, Slioussar, & Chernova",2017,StimulStat: A lexical database for Russian,Behavior Research Methods,49,1--11,10.3758/s13428-017-0994-3,52139,1700842,Words,"Lyashevskaya & Sharov, 2009",Words,,Lemmas and word forms,StimulStat,0,Russian,,russ1263,,,"Homonymy, Polysemy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
810,Bedard2017,"Bedard, Audet, Drouin, Roy, Rivard, & Tremblay",2017,SyllabO+: A new tool to study sublexical phenomena in spoken Quebec French,Behavior Research Methods,49,1852--1863,10.3758/s13428-016-0829-7,303636,,Syllables,,,,,SyllabO+,0,French,Quebec French,stan1290,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
811,Brysbaert2018,"Brysbaert, Mandera, McCormick, & Keuleers",2018,"Word prevalence norms for 62,000 English lemmas",Behavior Research Methods,50,1--13,10.3758/s13428-018-1077-9,61858,,Words,SUBTLEX,,,,,0,English,,stan1293,,,Word prevalence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,Dunabeitia2018,"Dunabeitia, Crepaldi, Meyer, New, Pliatsikas, Smolka, & Brysbaert",2018,MultiPic: A standardized set of 750 drawings with norms for six European languages,Quarterly Journal of Experimental Psychology,71,808--816,10.1080/17470218.2017.1310261,750,,Color drawings,,,,,MultiPic,1,Multiple,"British English, Spanish, French, Dutch, Italian, German",,"stan1293, stan1288, stan1290, dutc1256, ital1282, stan1295",,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,Harbsmeier,Harbsmeier & Shaoyu,,Thesaurus Linguae Sericae,Available: http://tls.uni-hd.de/home_en.lasso,,,,,,Corpus,,,,A historical and comparative encyclopedia of Chinese conceptual schemes,Thesaurus Linguae Sericae,0,Chinese,,mand1415,,,"Language history, historical corpus, encyclopedia, historical phonology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
814,TimeMagazine,,,Time Magazine Corpus,Available: http://corpus.byu.edu/time/,,,,,,Corpus,,,,100 million word corpus of TIME magazine,Time Magazine Corpus,0,English,,stan1293,,,"Media, news, magazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Lui,Lui,,Amazon Product Review Data,Available: http://www.cs.uic.edu/~liub/FBS/sentiment-analysis.html,,,,,,Corpus,Amazon,,,More than 5.8 million reviews of Amazon products,Amazon Product Review Data,0,English,,stan1293,,,"Media, Amazon, reviews",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,Alfaifi2013,Alfaifi & Atwell,2013,Arabic Learner Corpus v1: a new resource for Arabic language research,Second Workshop on Arabic Corpus Linguistics (WACL-2). Available: http://www.arabiclearnercorpus.com/,,,,,,Corpus,,,,0.2 million Arabic words produced from 942 students from 66 different L1 backgrounds,Arabic Larner Corpus (ALC),0,Arabic,,arab1395,,,"Learner corpus, second language acquisition, bilingualism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,Biber,Biber & Finegan,,ARCHER: A Representative Corpus of Historical English Registers,Available: http://www.projects.alc.manchester.ac.uk/archer/,,,,,,Corpus,,,,A multi-genre English corpus ranging from 1600 to 1999,ARCHER: A Representative Corpus of Historical English Registers,0,English,,stan1293,,,"Language history, historical corpus, registers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,Chambers,Chambers,,Atlas of Dialect Topograhy,Available: http://dialect.topography.chass.utoronto.ca/dt_atlas.php,,,,,,Corpus,,,,"Cross-regional dialect topography, largely focused on Canada",Atlas of Dialect Topograhy,0,English,,stan1293,,,"Sociolinguistics, dialects, Canada, Canadian English, regional variants",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,AUSTLANG,,,AUSTLANG: Australian Indigeneous Languages Database,Available: http://austlang.aiatsis.gov.au/disclaimer.php,,,,,,Corpus,,,,"Classification and language information on Australian languages, including maps",AUSTLANG: Australian Indigeneous Languages Database,0,Multiple,,,,,"Australian languages, classification, geography, map, speaker information, language use",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,Dimitriadis2005,"Dimitriadis, Everaert, Reinhart, & Reuland",2005,Anaphora Typology Database,Available: http://languagelink.let.uu.nl/anatyp/,,,,,,Corpus,,,,Anaphora database with example sentences,Anaphora Typology Database,0,Multiple,,,,,"Typology, anaphora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
821,Greenhill2008,"Greenhill, Blust, & Gray",2008,The Austronesian basic vocabulary database: from bioinformatics to lexomics,Evolutionary Bioinformatics,4,271--283,Available: http://language.psy.auckland.ac.nz/bantu/,4254,,Words,,,,430 vocabulary items from 10 Bantu languages,Bantu Basic Vocabulary Database,0,Bantu,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,Key2015,Key & Comrie,2015,Intercontinental Dictionary Series (IDS),Available: https://ids.clld.org/,,,,,,Words,,,,Comparative lexical database,Intercontinental Dictionary Series (IDS),0,Multiple,,,,,"Lexicon, dictionary, vocabulary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Calvo2009,Calvo & Avero,2009,"Reaction time normative data for the IAPS as a function of display time, gender, and picture content",Behavior Research Methods,41,184--191,10.3758/BRM.41.1.184,308,,Other,"Lang, Bradley, & Cuthbert (2005)",,,Response latencies,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
824,Calvo2008,Calvo & Lundqvist,2008,Facial expressions of emotion (KDEF): Identification under different display-duration conditions,Behavior Research Methods,40,109--115,10.3758/BRM.40.1.109,280,,Pictures,"Lundqvist, Flykt, & Ohman (1998)",,,Facial expressions,KDEF: Karolinska Directed Emotional Faces,1,English,,stan1293,,,valence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
825,Cardillo2017,"Cardillo, Watson, & Chatterjee",2017,Stimulus needs are a moving target: 240 additional matched literal and metaphorical sentences for testing neural hypotheses about metaphor,Behavior Research Methods,49,471--483,10.3758/s13428-016-0717-1,240,,Sentences,,,,Matched sentences for metaphors,,0,English,,stan1293,,,"Length, naturalness,  figurativeness, interpretability, ease of interpretation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
826,Chang,"Chan, Comrie",2015,Numeral Systems of the World's Languages,Available: https://mpi-lingweb.shh.mpg.de/numeral/,,,,,,Other,,,,Data on numeral systems for about 4000 languages of the world,,0,Multiple,,,,,"Typology, numeral systems",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,Chang2017,Chang & Lee,2017,Semantic ambiguity effects on traditional Chinese character naming: A corpus-based approach,Behavior Research Methods,49,1--13,10.3758/s13428-017-0993-4,2418,,Characters,"AcademiaSinica Balanced Corpus",,,Single word characters,,0,Chinese,,mand1415,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
828,Chang2018,"Chang, Chen, & Perfetti",2018,GraphCom: A multidimensional measure of graphic complexity applied to 131 written languages,Behavior Research Methods,50,427--449,10.3758/s13428-017-0881-y,,,Other,,,,A measure of complexity applied to 131 languages,GraphCom,0,Multiple,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Cohen2017,"Cohen, Barker, & White",2017,A standardized list of affect-related life events,Behavior Research Methods,49,1--10,10.3758/s13428-017-0948-9,171,,Categories,,,,"List of positive, negative, and neutral life events",,0,English,,stan1293,,,Valence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
830,Cook2017,"Cook, Chubala, & Jamieson",2017,AGSuite: Software to conduct feature analysis of artificial grammar learning performance,Behavior Research Methods,49,1639--1651,10.3758/s13428-017-0899-1,,,Other,,,,Software to assess artifical grammar learning,AGSuite,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Cop2017,"Cop, Dirix, Drieghe, & Duyck",2017,Presenting GECO: An eyetracking corpus of monolingual and bilingual sentence reading,Behavior Research Methods,49,602--615,10.3758/s13428-016-0734-0,,,Corpus,,,,Eyetracking reading corpus,GECO: Ghent Eye-Tracking Corpus,0,Multiple,"English, Dutch",,"stan1293, dutc1256",,"First fixation duration, singe fixation duration, gaze duration",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,Davies2016a,"Davies, Izura, Socas, & Dominguez",2016,Age of acquisition and imageability norms for base and morphologically complex words in English and in Spanish,Behavior Research Methods,48,349--365,10.3758/s13428-015-0579-y,3263,,Words,West (1953); Ral Academmia Espanola (2001),,,,,0,Multiple,"English, Spanish",,"stan1293, stan1288",,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
833,Dawel2017,"Dawel, Wright, Irons, Dumbleton, Palermo, O'Kearney, & McKone",2017,Perceived emotion genuineness: normative ratings for popular facial expression stimuli and the development of perceived-as-genuine and perceived-as-fake sets,Behavior Research Methods,49,1539--1562,10.3758/s13428-016-0813-2,558,,Pictures,"Ekman & Friesen (1976); McLelan, Johston, Dalrymple-Alford, & Porter (2010)",,,Faces,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
834,Diez-Alamo2018a,"Diez-Alamo, Diez, Alonso,Vargas, & Fernandez",2018,Normative ratings for perceptual and motor attributes of 750 object concepts in Spanish,Behavior Research Methods,50,1632--1644,10.3758/s13428-017-0970-y,750,,Words,,,,,,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
835,Diez-Alamo2018,"Diez-Alamo, Diez, Wojcik, Alonso, & Fernandez",2018,"Sensory experience ratings for 5,500 Spanish words",Behavior Research Methods,50,1--11,10.3758/s13428-018-1057-0,5500,,Words,"Taken from other Spanish norm sets covering valence, age of acquisition, and imageability",,,,,0,Spanish,,stan1288,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
836,Donohue2013,"Donohue, Hetherington, McElvenny, & Dawson",2013,Phonotatics,"Department of Linguistics, The Australian National University",,,Available: http://phonotactics.anu.edu.au/,,,Phonemes,,,,Phonotactic data for over 2000 languages and segmental data for around 4700 languages,World Phonotactics Database,0,Multiple,,,,,"Typology, phonemes, phoneme inventory, phonology, phonotactics, segments",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,Dryer2013,Dryer & Haspelmath ,2013,The World Atlas of Language Structures Online,Leipzig: Max Planck Institute for Evolutionary Anthropology. Available: http://wals.info/,,,,,,Other,,,,"Typological database including phonological, grammatical, and lexical properties",World Atlas of Language Structures (WALS),0,Multiple,,,,,"Typology, grammatical database",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
838,Ebner2010,"Ebner, Riediger, & Lindenberger",2010,"FACES: A database of facial expressions in young, middle-aged, and older women and men: Development and validation",Behavior Research Methods,42,51--362,10.3758/BRM.42.1.351,2052,,Pictures,,,,Faces,FACES,1,German,,stan1295,,,"Age, facial expression",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
839,Engelthaler2018,Engelthaler & Hills,2018,"Humor norms for 4,997 English words",Behavior Research Methods,50,1116--1124,10.3758/s13428-017-0930-6,4997,,Words,"Warriner, Kuperman, & Brysbaert (2013); Kuperman, Stadthagen-Gonzalez, & Brysbaert (2012); Keuleers, Lacey, Rastle, & Brysbaert (2012); Van Heuven, Mandera,Keuleers, &Brysbaert (2014)",,,,,0,English,,stan1293,,,Humor ratings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,Featherstone2012,"Featherstone, Waterman, & Morrison",2012,"Norming the odd: Creation, norming, and validation of a stimulus set for the study of incongruities across music and language",Behavior Research Methods,44,81--94,10.3758/s13428-011-0137-1,24,24,Sentences,,Sounds,,,,0,British English,,stan1293,,,"Harmony, rhythm, congruence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
841,Ferrand2018,"Ferrand, Meot, Spinelli, New, Pallier, Bonin, Dufau, Mathot, & Grainger",2018,MEGALEX: A megastudy of visual and auditory word recognition,Behavior Research Methods,50,1285--1307,10.3758/s13428-017-0943-1,28466,28466,Words,"Ferrand, New, Brysbaert, Keuleers, Bonin, Meot, Augustinova, & Pallier (2010)",Pseudowords,,Contains both visual and auditory lexical decision times with the larger number of words listed,MEGALEX,0,French,,stan1290,,,Auditory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
842,Fitt2002,Fitt,2002,"Unisyn Lexicon Release, version 1.3","The Center for Speech Technology Research, University of Edinburgh. Available: http://www.cstr.ed.ac.uk/projects/unisyn/",,,,,,Symbols/Icons,,,,Multi-accent dictionary of English,Unisyn Lexicon,1,English,,stan1293,,,"English dialects, lexicon, accents",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Fitt2013,"Fitt, Richmond, & Clark",2016,Combilex speech technology lexicon,Available: http://homepages.inf.ed.ac.uk/korin/sitenew/Research/Combilex/index.html,,,,,,Symbols/Icons,,,,Multi-accent dictionary of English,Combilex speech technology lexicon,1,English,,stan1293,,,"English dialects, lexicon, accents",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
